flight_id,airline_name,overall_rating,review_title,review_date,verified,review,aircraft,type_of_traveller,seat_type,route,seat_comfort,cabin_staff_service,food_&_beverages,ground_service,inflight_entertainment,wifi_&_connectivity,value_for_money,recommended,flight_month,flight_year
16538,Qatar Airways,3.0,"""downgraded to the old seating""",2023-07-26,True," -I was informed three month ago that all 3 sectors of my itinerary were downgraded to the old seating. I was able to change my flights back to Qsuites by changing flights, but had to accept a 12h layover at Doha airport. Since I can sleep on overnight flights in the Qsuite only, I accepted the offer. Unfortunately both flights were downgraded again, I was informed about the Bangkok to Doha sector 3 days ago, and about the Doha to Zurich sector just 6h before the departure of the flight.  I was up to now willing to pay more, since Qsuites are in high demand and rates were this time around €350 higher than other configuration. When I requested compensation for the previous flights, since I paid a premium for those Qsuite bookings too, I received 2 identical pre-written standard responses saying that they were not willing to compensate, not even with some Qmiles. I am really upset, since the Qsuites are promoted everywhere on the booking app, but what’s the point of booking a Qsuite if I don get it! One of the mentioned flights was my 100th on Qatar, about 70% in Business class, but it never happened that there was a aircraft change from an old configuration to Qsuite, only the other way round. On a lighter note, the flights were outstanding, esp. the Bangkok to Doha sector (QR839) with great food and service. I want to thank especially the wonderful and hard working Purser and her team. I can’t really recommend Qatar at this point, since the hardware problems are getting from bad to worse. ",Boeing 787/A359,Business,Business Class,Bangkok to Zurich via Doha,2.0,5.0,5.0,5.0,5.0,3.0,1.0,no,July,2023
16542,Qatar Airways,1.0,"""best service provided""",2023-07-20,True," It's good to note that Qatar Airways open its check in counter 5 1/2 hours before departure! Good thing I went to NAIA cause I thought its going to rain and it might cause traffic! Started forming our lines at 5:30pm and counters open exactly 5:50pm fir the 11:20pm flight. Check in process was quiet slow, despite my Silver Status I left the counter at 6:40pm. Understandably only two counters were open since the other check in staff are assisting the 6:35pm departure. Anyway, though it was slow but OK since the clerk was super nice and offered me a complimentary lounge pass! The plane departed around 15 minutes later than published but was able to overcome and arrived earlier in Doha! Was a very smooth landing and the crew were all warm! Food served dinner and breakfast were both sumptuous and delicious! I was seated on a window seat and was quiet cramped because the guy beside me was humungous. Arrival in Doha was as expected very warm and pleasant, security check was fast and quick! A separate lounge for Silver members were provided, and was surprised of its huge size, very comfortable, good food, very clean comfort rooms! Went to the gate early as it was quiet far but thanks to the sky train, I was at my gate in seconds! Fortunately, I was upgraded to Business Class on the second leg of the journey! It was a very pleasant experience considering the 13 hours flight to Montreal! Everything went perfectly well! The very comfortable Q Suite, the award winning Catering and the Best Crew Services contributed to an overall pleasant experience! Thanks to Anna and Dale for taking care of me plus their very beautiful Supervisor which I wasn't able to get the name! Thank you Qatar Airways for the free upgrade and thank you for the best service provided!",Boeing 777-300,Solo Leisure,Economy Class,Manila to Montreal via Doha,5.0,5.0,5.0,5.0,5.0,5.0,5.0,yes,July,2023
16543,Qatar Airways,1.0,"""IFE system did not work""",2023-07-19,True,"  First time flying Qatar Airways and definitely the last time. Seats were great and staff was also great and that is the only positive thing about the flight. But the IFE system did not work on my flight. The Ground staff was bad in New York, but ok in Doha. Flight was delayed 30 mins because of technical issues without further information. ",A350,Family Leisure,Business Class,New York to Doha,4.0,4.0,1.0,4.0,1.0,1.0,1.0,no,July,2023
16549,Qatar Airways,8.0,"""Friendly helpful staff""",2023-07-10,True,"  In Doha no business class bus was given, just a separate economy bus. Wi fi was not available. I eat gluten free, when I asked for my meal it took an hour before receiving it. Suggestion to have details of the meal available on screen as I was sure what I would get exactly, just that it was chicken. It was delicious though. Friendly helpful staff except that tables don’t get cleared quickly.",A350,Solo Leisure,Business Class,Doha to Cape Town,5.0,5.0,5.0,5.0,4.0,1.0,4.0,yes,July,2023
16551,Qatar Airways,9.0,"""turned out to be exactly as advertised""",2023-07-01,True," Fantastic Experience. First time flying Q-Suite of Qatar Airline, have heard many good things about it prior to departure which turned out to be exactly as advertised. You get your own spacious suite, comfortable seat, plenty of storage, great food, all are better than other business class experiences that I had. What really went well beyond my expectation was the cabin crew. From the time I boarded they have always been super attentive with prompt service of what I needed. Special Kudo to Amit the supervisor, Hattaya who handled my section with a smile that can light up the cabin, plus Chenny and Asil who both were in the front (Apologies to the rest of the wonderful crew whose names I didn't quite remember) Moreover, the lounge in Doha is just fantastic. There have been plenty of praise about the facilities so I am not going to repeat here. However I really want to point out that all the staffs are well-trained and always proactively helping out asking for our needs, which is not something I experienced in most of the business class lounge. They were also very serious about the work product they delivered. We ordered a steak at the dining room that turned out to be too well-done and not tender, we made a very slight comment about it and five minutes later the Chef came out and explained to us that they deliberately didn't leave it too rare and we are all travelers so they want to be on the safe side. The only drawback is the inflight WIFI. $10 for a full flight plan is very reasonable so I purchased it right on board. However after I napped the system could no longer recognize me so I had to make another purchase. Again this isn't a huge amount but with everything being top-notched this is a bit surprising and disappointing.",A350,Business,Business Class,New York JFK to Doha,5.0,5.0,5.0,5.0,4.0,3.0,5.0,yes,June,2023
16553,Qatar Airways,5.0,"""Flights uneventful,""",2023-06-21,True,"  Frankfurt Terminal 2 checkin and security check was swift and friendly. Contract Lounge rather average. Flights uneventful, crew on the second leg was rather stressed. Why wake one up for breakfast three hours prior to arrival on a 6h night flight? Seats were cramped, slightly better on the CX aircraft. What was very annoying was the fact that the ex Cathay aircraft did not have the usual 4000+ choices entertainment system (which was even promoted after departure), but a different interface with about 35 random movies and shorts and no Audio programs. ",773/773 (ex. CX),Business,Economy Class,Frankfurt to Bangkok via Doha,1.0,3.0,2.0,4.0,1.0,4.0,2.0,yes,June,2023
16558,Qatar Airways,9.0,"""Will keep flying Qatar""",2023-06-14,True,"  I flew with Qatar to HKT via DOH (return via BKK-DOH-AMS) using Economy class on the AMS to DOH segment and Business class on the DOH to HKT segment. New interior with plenty of legroom in economy and good service on the ground and in the air. Old business class on the Doha to Phuket segment but still very good with a very nice amenity kit and pyamas provided. Return via BKK, all segments in economy was also good, with a seamless transfer process in Doha. Will keep flying Qatar.",Boeing 777 300ER,Solo Leisure,Economy Class,Amsterdam to Phuket via Doha,4.0,4.0,4.0,5.0,4.0,3.0,5.0,yes,June,2023
16559,Qatar Airways,5.0,"""my seat was uncomfortable""",2023-06-14,True,"  The aircraft was very old, the screen Tv was blurred and not working and my seat was uncomfortable. No wifi unfortunately. The cabin crew were nice, respectful and helpful.",A330-300,Solo Leisure,Economy Class,Madrid to Doha ,1.0,5.0,4.0,3.0,1.0,1.0,3.0,yes,June,2023
16563,Qatar Airways,5.0,"""rather underwhelming experience""",2023-06-07,True,"  Both flights were uneventful with the usual good service, but declining catering quality. There is no butter with the bread for breakfast. Despite most of the gates at Hamad vacant, another remote parking position of arriving aircraft with wait for the buses at scorching 38 degrees. Because of this, I had to run for my connecting flight. The old 788 on the 2nd leg of the journey was in a rather poor sate and not clean. It seems someone has poured red wine over the table, and it was still sticky. Overall a rather underwhelming experience for a carrier charging more than before the Pandemic.",Boeing 777-300 / 787-8,Business,Economy Class,Bangkok to Frankfurt via Doha,3.0,5.0,2.0,4.0,5.0,3.0,1.0,yes,June,2023
16567,Qatar Airways,3.0,"""Great seats in business class""",2023-05-24,True,"  Great seats in business class qsuite and very well mannered crew. I would say that onboard services and staff are as good as it gets and ground service and staff are the complete opposite. Baggage was destroyed on my outbound flight and customer service has been useless in dealing with the issue and made no effort to resolve the issue before my inbound flight. The baggage allowance for business class is 40 kilos. The fee for extra baggage ranges from 10£/kilo up to 18£/kilos depending on the time you purchase it. They forgot one of my special diet meals on of my flights, providing me with  the breakfast on an overnight flight where 2 meals were offered (late dinner and breakfast). What made things worse was the Stewardess trying to convince me that because I ordered the special meal I only get breakfast! Then the supervisor came over to admit the mistake and apologise. Overall very disappointed with one of the alleged best airlines in the world. Service just does not match the level of product they are claiming to provide. Needless to say I won’t be using them again.",Boeing 777,Solo Leisure,Business Class,London to Abu Dhabi via Doha,4.0,4.0,3.0,3.0,5.0,4.0,1.0,no,May,2023
16568,Qatar Airways,4.0,"""they put me in exit row center""",2023-05-24,True,  Very frustrating experience with the airline. Paid during ticketing when booking my flight for extra legroom. However that did not get applied even though I have credit card receipt. I was Unable to select a different seat online via their app even though flight was not full. At airport was promised switch to exit row aisle. When I got to gate they put me in exit row center. I am 6’3 and for a 13 hour flight they could have been more accommodating. Poor customer experience. Inbound leg from Chicago to Doha did not have these problems.,Boeing 777-300ER,Business,Economy Class,Doha to Chicago,3.0,3.0,3.0,2.0,4.0,3.0,2.0,no,May,2023
16569,Qatar Airways,9.0,"""had a very good experience""",2023-05-22,True," I took Qatar Airways on the Manila - Istanbul - Manila route via Doha, a total of 4 different flights and had a very good experience. Ground staff, lounge staff and on board crew always took extra the step to make my journey better. All flights departed and arrived on time. Food and Beverage options were excellent on board as well in the lounges. My only negative comment might be on boarding practices in Manila. There is a boarding card and passport check prior to entering boarding gate which is same as everywhere else. After this scanning the boarding card before boarding the aircraft which is also same but there is one more person only who checks the boarding card on the link bridge and finally the on board crew. I do not think it is necessary to perform 4 different checks. This also causes a long queue on the link bridge.",Boeing 777-200 LR,Solo Leisure,Business Class,Manila to Istanbul via Doha,5.0,5.0,5.0,4.0,5.0,3.0,4.0,yes,May,2023
16574,Qatar Airways,1.0,"""Every single flight was amazing""",2023-05-16,False,"  I flew on Qatar Airways 6 times in the last 24 days on the following routes: FRA-DOH-SLL (Business), SLL-DOH-AUH (Business), AUH-DOH-FRA (Economy). Every single flight was amazing and well-coordinated on the ground and in the air. The cabin crew were in my opinion some how much nicer and more professional than pre-corona. The food and selection of food have improved significantly and also many service steps have even increased (like the sauna service) in comparison to pre-Corona. I feel like this airline truly is the only airline that deserves the 5 stars it has! It is nice to see them keeping up to their standards and even improving every time I fly with them.",Boeing 777-300ER and A320,Solo Leisure,Business Class,Franfurt to Salalah via Doha,5.0,5.0,5.0,4.0,5.0,3.0,5.0,yes,May,2023
16576,Qatar Airways,9.0,"""an extremely pleasant flight"" ",2023-05-12,True," This was an extremely pleasant flight. Boarding in Doha was very efficient but I didn’t like that they let Economy board first and at some point asked all the Business customers to go to another counter which caused a bit of a confusion. The plane was equipped with QR’s QSuite which was a great experience. Service was very friendly, efficient and attentive. There was a lovely glas of champagne or of something else as a welcome drink. The purser welcomed every customer in the QSuite section with their name and a quick informal chat which I found very pleasant because this practice seems to have been abandoned by a lot of other airlines. Then, the stewardess took our food and drinks orders and asked us when we would like to eat. She also explained the features of the QSuite seat. Food was tasty and of high quality. Everybody received an amenity kit (Dyptique) and pajamas. As this was an overnight flight, we soon settled in and I had a very good sleep in comfortable bedding. On arrival, our stewardess woke us and breakfast was served. Deboarding was organized and easy, starting with the premium guests. Altogether, this was a fantastic experience and I can’t wait for the next flight with them.",Boeing 777-300ER,Business,Business Class,Doha to Frankfurt,5.0,5.0,5.0,4.0,5.0,5.0,5.0,yes,May,2023
16577,Qatar Airways,1.0,"""the flight was enjoyable"" ",2023-05-12,True,"  From the moment I settled into my seat the flight was enjoyable. The range of inflight entertainment was amazing, the food was tasty, and the portions were generous. The flight attendants were friendly and efficient. I didn't feel they were in a hurry to clear the meal trays, unlike some airlines. The plane was clean including the toilets. I particularly liked the moving map with the pilot's view camera, better than a window seat during take off and landing.",A380,Solo Leisure,Economy Class,Sydney to Doha,4.0,5.0,5.0,4.0,5.0,5.0,3.0,yes,February,2023
16579,Qatar Airways,8.0,"""Food quality up to the regular standards""",2023-05-06,True,  Old aircraft with old interior. Privacy screen between seats don't extend out enough. Staff on point as always! Food quality up to the regular standards.,Boeing 777-300,Solo Leisure,Business Class,Phuket to Doha,4.0,5.0,3.0,4.0,5.0,3.0,4.0,yes,April,2023
16582,Qatar Airways,1.0,"""the service was top notch"" ",2023-05-05,True, Qatar Airways has three daily flights between Johannesburg and Doha though QSuites was advertised it did not actually have it. The policy of allowing 2 checked it bags rather than by the kilo gives them a distinct advantage. On this flight the service was very good and since it was an A350 their business class layout of 1-2-1 gives single travelers the choice of sitting alone and having privacy the on board. WI-FI was good and the service was top notch wonderful crew,A350-900,Solo Leisure,Business Class,Johannesburg to Doha,5.0,5.0,4.0,5.0,4.0,5.0,5.0,yes,May,2023
16584,Qatar Airways,1.0,"""She was simply the best""",2023-05-03,True,"  I am a frequent flyer with Qatar Airways normally flying business class but on this occasion I have flown economy. A very big thank you to Janet (Flight Manager QR 06 on Sunday 30th April) and her crew on flight from London Heathrow to Doha a great service. She was simply the best so was the crew who looked after me, nothing was to much for them. ",A380,Solo Leisure,Economy Class,London Heathrow to Doha,3.0,5.0,3.0,3.0,3.0,1.0,3.0,yes,April,2023
16587,Qatar Airways,3.0,"""was against their regulations""",2023-04-24,True,"  I purchased two tickets to ensure I have comfort and room to spread out. Got through Atlanta fine, they gave me my ticket but there was an issue at the gate which was resolved. Arrived in Doha and everything went smoothly from there to KL. On the return flight I was delayed hours before they reprimanded me for purchasing two tickets, as that was against their regulations. My ticket and my trip were deleted from the app and had to be redone at the airport, with the trip never reappearing on my app nor the option to review them. Arriving in Doha, the ticket had to be redone a second time and I was forced to show them receipts for my purchases. Flights were enjoyable but I will never fly them again. ",Boeing 777-300ER,Solo Leisure,Economy Class,Atlanta to Kuala Lumpur via Doha,5.0,5.0,5.0,1.0,5.0,3.0,5.0,no,March,2023
16592,Qatar Airways,1.0,"""One of the best flights overall""",2023-04-15,True,"  The incoming plane arrived one hour late, but despite that they managed to leave on time. The aircraft was new, and the service from the flight crew was great...nothing to fault. The meal quality was impeccable, and they have decent selection of non alcoholic drinks (I cannot drink for medical reasons). One of the best flights overall. But the experience was trashed by the arrival in Doha, as the aircraft got a parking space in the middle of nowhere, followed by a 45 minute bus ride to the terminal.",Boeing 787,Solo Leisure,Business Class,Geneva to Doha,4.0,5.0,5.0,2.0,3.0,4.0,5.0,yes,April,2023
16597,Qatar Airways,1.0,"""she went over and above her call of duty""",2023-04-04,True,"  I had to travel home in March 2023 and it was a most unplanned trip occasioned by family bereavement. Alina and her colleague in Dublin Airport (20/03/2023) were extremely kind and helpful. Alina looked after me so well, she went over and above her call of duty to ensure that I boarded the flight on time as I was having an issue with my covid cert which was not downloading. Just know that I will never forget you! I have been telling everyone who cares to listen about you and Qatar Airways! I've been telling everyone to use Qatar for their travels - as for me, I am bought.",Boeing 787,Solo Leisure,Economy Class,Dublin to Nairobi via Doha,5.0,5.0,5.0,5.0,5.0,5.0,5.0,yes,March,2023
16599,Qatar Airways,9.0,"""always been satisfied""",2023-03-29,True,"  I have been taking Qatar Airways for 10 years for all my trips to Asia, and I have never regretted having taken this company. I travel 2 to 3 times a year, and always with my family, and I would never change this company for another. We have always been satisfied, both by its very attentive staff, and by its timetables, as well as by its services. I have the gold card, and I have a lot of advantages. Since COVID, prices have gone up, it's true, but I think that's true for all airlines. I urge you to take this company, and I'm sure you won't regret it. But I also and above all hope that Qatar Airways will not change either.  Je prends depuis 10 ans Qatar Airways pour tous mes voyages en Asie, et je n'ai jamais regretté d'avoir pris cette compagnie. Je voyage 02 à 03 fois/an, et toujours en famille et je changerais jamais cette compagnie pour une autre .on a toujours été satisfait, et par son personnels très attentifs, et par sa ponctuation horaires, ainsi que par ses services. J'ai la carte gold, et j'ai énormément d'avantages. Depuis le COVID, les prix ont augmenté, c'est vrai, mais je pense que c'est valable pour toutes les compagnies aériennes. Moi je vous conseille vivement de prendre cette compagnie, et je suis sûr que vous ne le regretterez pas. Mais j'espère aussi et surtout que Qatar Airways ne changeras pas non plus.",A330,Couple Leisure,Economy Class,Algiers to Riyadh via Doha,4.0,5.0,4.0,4.0,4.0,4.0,4.0,yes,March,2023
16601,Qatar Airways,1.0,"""Superb level of service""",2023-03-25,True," I flew out from London to Bangkok and returned from Kuala Lumpur to London on a 'Multi-city' booking. This review refers to both legs which were in B777-300ER aircraft. I have previously flown Qatar business class, including their Q-suites, but this time flew economy on all sectors. I did have Sapphire lounge access but this is not the same as their business lounges which they reserve exclusively for their full fare paying business class passengers. The planes were full. I mean, literally every seat taken. Considering this, Qatar Airways were outstanding. I have occasionally flown with other airlines on full flights and it can be chaotic, even unpleasant. Not with Qatar whose staff took everything in their stride. The food was excellent for economy class. Would I fly economy again? For two roughly 7-hour legs, probably yes. Really, Qatar Airways make economy long haul bearable. Superb level of service.",Boeing 777-300ER,Solo Leisure,Economy Class,London to Bangkok via Doha,3.0,5.0,5.0,5.0,3.0,4.0,5.0,yes,March,2023
16602,Qatar Airways,7.0,"""the plane class changed""",2023-03-25,False,"  Flew Barcelona to Goa via Doha. We booked seats but the plane class changed, meaning we did not have seats in place where we booked. The entertainment system was good with excellent choice. The food was the same for each leg of flight and was poor quality.",Boeing 787,Couple Leisure,Economy Class,Barcelona to Goa via Doha,4.0,5.0,1.0,4.0,5.0,3.0,4.0,yes,February,2023
16623,Qatar Airways,7.0,"""they offer free wine""",2023-02-19,True," Madrid - Doha - Sharjah (Round Trip) because of the stopover in Doha in which you can stay up to 4 days in Doha and pay 40€ per night in 5* hotel such as Marriott Marquis Doha. I didn't want to pay the 83€ for the Emergency seat, as it is too high for a 6:30 flights. The seat pitch in the economy seats on the B787 (MAD - DOH), B777 (DOH - MAD) and A320 (DOH -SHJ) is smaller,  a small difference but my knees could feel the difference. The food on the flight is good and of course was happy that on the long flights they offer free wine. In Doha after passport control,  I had to wait almost 1 hour because the flight was a bit late, the waiting place  was so full that there was no place to sit for many passengers. The Wi-Fi didn't work and there were no toilets in this boarding gate. ",Boeing 777 / 787 / A320,Solo Leisure,Economy Class,madrid to sharjah via dona,3.0,4.0,5.0,4.0,5.0,4.0,3.0,yes,February,2023
16626,Qatar Airways,1.0,"""the most pleasant experience"" ",2023-02-18,True,  We had the most pleasant experience with the crew onboard this flight. They were very helpful and friendly. Akshaya was the most perfect host on this flight .We shall definitely recommend Qatar Airways because of our experience with this professional lady. Very well done.,A330,Couple Leisure,Economy Class,Doha to Phuket,4.0,5.0,4.0,5.0,4.0,4.0,5.0,yes,February,2023
16627,Qatar Airways,1.0,"""I was absolutely impressed""",2023-02-17,True,  I flew Economy from Singapore to Dubai via Doha on Qatar Airways and I was absolutely impressed. Service is top level that it beats SQ service - something which is very hard. Legroom space and seat pitch is amazing in Economy and the F&B are better than SQ. ,A350-900,Business,Economy Class,Singapore to Dubai via Doha,5.0,5.0,5.0,5.0,5.0,5.0,5.0,yes,February,2023
16629,Qatar Airways,5.0,"""extremely old A330-300""",2023-02-14,True,"  The planes from Athens to Doha and back were extremely old A330-300. Seat space is limited, if you take a window seat there is a metal box in front of you. No wifi, no USB, LCD screen has limited brightness / contrast. Entertainment full of 2nd class movies and series. Doha airport lounge access is extremely expensive and restricted, which offered only 2 different dishes. Impossible to find a proper place to relax, only good option was the shower available. I tried to add the cheaper lounge before my flight but was not allowed because you have to do that 48 hours before the flight. Toilets are quite limited, I had to wait in line for 10 min for a toilet booth. Boarding was organized chaos in all 4 flights, especially the last one from Doha to Athens, where we had to had to use buses. Wait in line for a bus to arrive and delayed departure because of that. Check in was OK in Athens, very slow in Bangkok, had to wait 40 min in line. Food and service was fine in all flights but nothing spectacular, for example no sparkling water. Wifi was advertised in the flight from Doha to Bangkok but it worked only from Bangkok to Doha. In all, a pretty average to poor experience.",A330-300 A380-800,Solo Leisure,Economy Class,Athens to Bangkok via Doha,2.0,4.0,4.0,2.0,2.0,1.0,2.0,no,February,2023
16645,Ravn Alaska,4.0,"""never be using Ravn again""",2015-12-21,False,"Ravn Alaska is so frustrating. First off, your carry-on items will all pretty much have to be checked, unless they're tiny. So my husband and I 'short-checked' our carry-on bags to our next airline, since the next airline we transferred to would have enough room to stow them overhead. Then, we took this tiny 19-seater plane, which (once boarding was finished) started up the engines only to have them shut off three times, before the stewardess announced ""something is wrong, the pilots are going to try fix it"" (that's comforting) and gave out cookies to passengers to shift focus. Finally we were told by the pilots that there was a technical issue that could be 'deferred for now', and once they get paperwork done then we can take off. At one point early on, we were told it would be about 15 more minutes, then about half an hour later they said it'll be about 10 more minutes until takeoff. Overall we were delayed IN the plane sitting there pre-runway for an hour. And our next layover was 1 hr 20 min, so when we arrived at the next airport, we had literally 10 minutes until the next plane terminal would close the gate, to deplane, get our bags from baggage claim, go through security, and run to our next gate. Upon deplaning, we asked the ground crew if we could just grab our short-checked bags right there on the Tarmac, they said no. We were told the baggage claim was close by - which it wasn't. My husband and I ran (not a good idea when you're 7 months pregnant and not a runner by nature), he ran to baggage claim to get our bags while I ran to our next gate to try keep the door open until my husband arrived with our bags. As soon as I arrived, I was told to get onboard right now, and when I begged them to wait just a couple minutes for my husband who was running up as we spoke, they said they could not and closed the door right in front of me. Thanks a lot Ravn, for making us short-check our appropriately sized carry-on's,  having technically unsound planes, being untruthful about how much more time we'd be delayed on the Tarmac,  not letting us grab our short-checked bags after de-planing, and not apparently notifying the next gate that multiple passengers (including us) were delayed and on their way running to he gate. It ruined our night and our trip home, and we felt so ripped off by this airline. We will certainly never be using Ravn again and have let our friends know to avoid this airline as well.",Beechcraft B1900D,Couple Leisure,Economy Class,Fairbanks to Anchorage,1.0,3.0,3.0,1.0,1.0,1.0,2.0,no,December,2015
16785,Rex Airlines,1.0,"""What a dream experience""",2022-10-28,False,  I am a regular flying customer and have been disappointed with this post Covid craziness and cancellations of Jetstar and Virgin. Airport long lines and waiting waiting. None of that with Rex. What a dream experience. Can't say enough of great service and organised on time flights. Will definitely be flying Rex again.,Boeing 747,Family Leisure,Economy Class,Melbourne to Sydney,5.0,5.0,5.0,5.0,5.0,5.0,5.0,yes,October,2022
16787,Rex Airlines,1.0,"""The worst experience ever""",2022-10-11,True," The worst experience ever. My carry-on bag was a fraction of an inch too big so it was confiscated and placed in checked in baggage. This caused me great inconvenience, as I was held to ransom to pay $55 extra for the bag to go in the luggage area. After 55 years of flying the worst experience with the worst airline. Never again. Their 737 has the smallest legroom ever.",Saab 340,Business,Economy Class,Albury to Gold Coast via Sydney,3.0,4.0,1.0,1.0,1.0,1.0,1.0,no,October,2022
16795,Rex Airlines,1.0,"""true blue hospitality on board""",2022-08-12,True,"  REX does bring its heart back into the country. I have completed 7 flights with REX all on board the 737, and I their level of service leaves the other two major airlines for dead. The staff are genuine, engaging, and take the time to talk to you, regardless of class. I have flown majority in Economy. The great true blue hospitality on board, great fares, included bags is why I keep going back. I have only flown them between Melbourne to Sydney or Sydney to Brisbane (or reverse). I just wish they connected Sydney to Adelaide.",Boeing 737,Solo Leisure,Business Class,Brisbane to Sydney,4.0,5.0,5.0,5.0,4.0,4.0,5.0,yes,August,2022
16810,Rex Airlines,1.0,"""Fantastic experience - very refreshing and smooth""",2022-02-01,True," Fantastic experience - very refreshing and smooth, website was easy to use, check-in at Sydney was a delight (kiosk worked perfectly) ground staff were relaxed and friendly. Business class seats were comfy with nice Meze plate for a snack - and delicious caramel for desert. Boutique style, crew were again relaxed and having fun with passengers, inexperience but soo friendly - lots of offers for wine refill had to decline in the end! Very well meaning. Free wifi and streaming. Only critique was Meal was presented okay, but would fly Rex over Qantas or Virgin any day simply due to friendly and relaxed atmosphere and staff. Great value for money and a joy to fly!",Boeing 737-800,Couple Leisure,Business Class,Sydney to Gold Coast,5.0,5.0,5.0,5.0,3.0,5.0,5.0,yes,January,2022
16817,Rossiya Airlines,6.0,"""no consistent business class product""",2018-12-16,True,"  Denpasar to Moscow. Hard product ok as the aircraft has been flying for Emirates before with angled seats providing acceptable comfort. Huge screen, but only showing airshow. IFE works on your personal device through a dedicated app. Selection of movies rather limited. Streaming with some issues during the flight. Catering on level of premium economy. Some choices, but very basic food. Wine available - one white and one red, basic quality. No snacks between the two meals on a 13 hour flight (nuts only). Crew trying to do their best, very friendly. Overall no consistent business class product - huge room for improvement. Value for money below average.",Boeing 777-300ER,Couple Leisure,Business Class,Denpasar to Moscow,4.0,3.0,2.0,4.0,3.0,2.0,2.0,yes,December,2018
16823,Rossiya Airlines,9.0,"""flight attendant worked tirelessly""",2018-07-01,True," This A319 business class operated in a 3x3 configuration, with 3 Biz Class rows, middle seat empty, ala typical Euro Biz configuration. Initially a disappointment as was expecting 2 rows of 2x2 (per Seat Guru) with more spacious seats, but seat 1F had plenty of room and the bulkhead had a cut-out for additional foot-space which was unexpected/appreciated. Food edible (if mediorce) but more than made up for by very attentive service from flight crew. My flight attendant worked tirelessly throughout the short 3hr flight, she was kind, friendly, attentive and my glass was never-ever empty. Altogether a really enjoyable flight and Take-Off/Landing bang on time. Having been nervous about flying an Aeroflot off-shoot have to say this was one of the most enjoyable short-haul flights I've had in a long while. Rossiya recommended.",A319,Solo Leisure,Business Class,St Petersburg to London Gatwick,4.0,5.0,4.0,4.0,1.0,1.0,4.0,yes,June,2018
16893,Royal Air Maroc,1.0,"""Highly recommended""",2021-05-16,False,"  Amazing airline. Highly recommended. I fly from Newark International to Casablanca International Airport on the 787-9 Dreamliner. We got good Legroom, Inflight entertainment with countless movies and many more! The food was the usual chicken, fish or beef, I got the standard beef. There was rice dessert and some drinks so it was like any other airline. Too me it didn't feel different and felt normal and it was pretty clean. Again recommended if your flying to Morocco or from Morocco choose Royal Air Maroc. There's also a really nice Business class but I wasn't in it I just saw it.",Boeing 787-9 Dreamliner,Family Leisure,Economy Class,Newark Airport to Casablanca,5.0,5.0,5.0,5.0,5.0,5.0,5.0,yes,June,2020
16886,Royal Air Maroc,3.0,"""Service on board was sub-par""",2022-04-18,True,"  Service on board was sub-par. No smiles, no pleasantries with mediocre food at best. Take your meal, shut up and do not bother us is how I felt the entire flight. No rounds for beverages unless it was with meal service any other time you had to go to the galley to ask for something because the entire crew lounged in the galley chatting. Very disappointed and totally blew my dream of flying Royal Air Maroc which should remove the word ROYAL and simply be named Air Maroc because northing was ROYAL! ",Boeing 787-9,Solo Leisure,Economy Class,New York to Casablanca,4.0,1.0,1.0,1.0,3.0,1.0,3.0,no,April,2022
16891,Royal Air Maroc,5.0,"""They really need to update their interiors""",2021-07-10,True," The plane (737-800) was dirty and in bad condition on the inside, with bits of plastic insulation missing. There was a strong smell of toilet chemical and the seat tray and back of the seat in front was sticky. No PTV. The seats themselves were worn out and wonky. Casablanca airport was a hot disorganised mess, with confusing signs, long queues, nowhere to sit and buses that didn't seem to know where they were going. Food options there were overpriced and very poor quality. The domestic leg of my return flight was cancelled, adding an overnight stop in Casablanca. They ignored my emails and I had to call at 5am and hold for 30m to finally get through - the rest of the time they just hung up the phone and sent messages saying that they were busy. They agreed to change my ticket to a same-day connection on Turkish Airlines, which was 100 times better. The only thing I liked about RAM was the food, which was actually very tasty (delicious chicken or fish). They really need to update their interiors, employ more call centre staff and fix the horrible mess at Casablanca. Make it a place that is pleasant to transit, rather than a hassle. Also, it would be nice if they would stop cancelling flights.",Boeing 737-800,Couple Leisure,Economy Class,Agadir to Istanbul via Casablanca,1.0,3.0,5.0,2.0,1.0,1.0,3.0,no,July,2021
16901,Royal Air Maroc,9.0,"""surprised with the quality""",2020-01-10,True,"  New York to Lisbon via Casablanca. I was surprised with the quality of the service. It is basic but super competitive. You get two free 2 luggages checked in for economy plus cabin luggage. The plane wasn't the cleanest, but I can live with that. Online entertainment was also good and I ordered a special meal and that was also free! Layover in Casablanca was an hour and smooth connection through security! I am happy to see RAM offering such as competitive service and much better value for money than all European airlines. I am going to be using them from now on coming to Europe. I can't afford the other European airlines, as they became so expensive and they make you pay for luggage separately.",Boeing 787 / 737,Solo Leisure,Economy Class,New York to Lisbon via Casablanca,4.0,5.0,5.0,5.0,4.0,5.0,5.0,yes,January,2020
16902,Royal Air Maroc,9.0,"""Africa's best airline""",2020-01-06,False,"  Bologna to Casablanca. Pretty good airline! The legroom in the 737 is okay for a 3 hours flight. The food is really nice, perfectly cooked. This Boeing 737 features the traditional 3-3 seating configuration and a 2-2 premium economy class. I think this is Africa's best airline!",Boeing 737-800,Family Leisure,Economy Class,Bologna to Casablanca,4.0,5.0,5.0,4.0,4.0,5.0,5.0,yes,September,2019
